Track,Position,Track Name,Artist,Streams,URL
south africa,40,goosebumps,Travis Scott,3870,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
south africa,41,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3865,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
south africa,42,Snow On Tha Bluff,J. Cole,3737,https://open.spotify.com/track/1oOEkBNp4zWnkD7nWjJdog
south africa,43,TROLLZ (with Nicki Minaj),6ix9ine,3730,https://open.spotify.com/track/3dVvWnj4D8JGkKvo6Hucso
south africa,44,SICKO MODE,Travis Scott,3688,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
south africa,45,Righteous,Juice WRLD,3640,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t
south africa,46,Señorita,Shawn Mendes,3639,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
south africa,47,Lose Somebody,Kygo,3574,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
south africa,48,I Don't Care (with Justin Bieber),Ed Sheeran,3567,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
south africa,49,Ballin' (with Roddy Ricch),Mustard,3509,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
south africa,50,Lucid Dreams,Juice WRLD,3504,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
south africa,51,Godzilla (feat. Juice WRLD),Eminem,3500,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
south africa,52,BELIEVE IT,PARTYNEXTDOOR,3496,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
south africa,53,hot girl bummer,blackbear,3406,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
south africa,54,Youngblood,5 Seconds of Summer,3329,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
south africa,55,If the World Was Ending - feat. Julia Michaels,JP Saxe,3312,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
south africa,56,lovely (with Khalid),Billie Eilish,3281,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
south africa,57,In Your Eyes,The Weeknd,3281,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
south africa,58,BLACK PARADE,Beyoncé,3186,https://open.spotify.com/track/2qzUpSVI4NnPyWxbXwumTj
south africa,59,Risky,Elaine,3172,https://open.spotify.com/track/4XOcBYsZrR8oa9c97COoYf
south africa,60,Dior,Pop Smoke,3163,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
south africa,61,Higher Love,Kygo,3139,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
south africa,62,Adore You,Harry Styles,3130,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
south africa,63,Walk Em Down (feat. Roddy Ricch),NLE Choppa,3079,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
south africa,64,bad guy,Billie Eilish,3040,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
south africa,65,ZOL,Max Hurrell,3021,https://open.spotify.com/track/1XtgF9N4G9xDiYiVfu3cID
south africa,66,GO (feat. Juice WRLD),The Kid LAROI,2967,https://open.spotify.com/track/2t7D3y0jvYjR8IP9Bosyew
south africa,67,Supalonely,BENEE,2955,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
south africa,68,Happier,Marshmello,2947,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
south africa,69,High Fashion (feat. Mustard),Roddy Ricch,2928,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
south africa,70,Call You Mine,The Chainsmokers,2867,https://open.spotify.com/track/2oejEp50ZzPuQTQ6v54Evp
south africa,71,Eastside (with Halsey & Khalid),benny blanco,2856,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
south africa,72,Takeaway,The Chainsmokers,2814,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
south africa,73,No Guidance (feat. Drake),Chris Brown,2799,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
south africa,74,Money In The Grave (Drake ft. Rick Ross),Drake,2766,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
south africa,75,Lose Control,MEDUZA,2757,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
south africa,76,SAD!,XXXTENTACION,2750,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
south africa,77,Deep End Freestyle,Sleepy Hallow,2742,https://open.spotify.com/track/2AlYncTpVHKwHb55F9lF6O
south africa,78,Kings & Queens,Ava Max,2740,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
south africa,79,Jerusalema (feat. Burna Boy & Nomcebo Zikode) - Remix,Master KG,2720,https://open.spotify.com/track/6Qa0wHpaiaIzXgMptP3rxV
south africa,80,when the party's over,Billie Eilish,2717,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
south africa,81,Shallow,Lady Gaga,2711,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
south africa,82,eMcimbini - Live,Kabza De Small,2704,https://open.spotify.com/track/2YXf32CaC2PzXIgmRb2GK2
south africa,83,Jocelyn Flores,XXXTENTACION,2701,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
south africa,84,"10,000 Hours (with Justin Bieber)",Dan + Shay,2690,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
south africa,85,Dancing With A Stranger (with Normani),Sam Smith,2680,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
south africa,86,Know Your Worth,Khalid,2664,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
south africa,87,Without Me,Halsey,2651,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
south africa,88,Ride It,Regard,2647,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
south africa,89,Tommy Lee (feat. Post Malone),Tyla Yaweh,2642,https://open.spotify.com/track/5QZKcQDp0tCcvMdyqEciBV
south africa,90,I Like Me Better,Lauv,2638,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
south africa,91,Say So,Doja Cat,2629,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
south africa,92,The Bigger Picture,Lil Baby,2603,https://open.spotify.com/track/44gRhRi2OhEf7moAUj6MD1
south africa,93,Be Alright,Dean Lewis,2579,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
south africa,94,Say You Won't Let Go,James Arthur,2538,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
south africa,95,If I Can't Have You,Shawn Mendes,2531,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
south africa,96,Never Really Over,Katy Perry,2516,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
south africa,97,Sweet but Psycho,Ava Max,2466,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
south africa,98,Ke Star,Focalistic,2432,https://open.spotify.com/track/5I4C1yjAWDREGD5JLzqux1
south africa,99,2002,Anne-Marie,2421,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
south africa,100,How Do You Sleep?,Sam Smith,2386,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
south africa,101,Say So (feat. Nicki Minaj),Doja Cat,2351,https://open.spotify.com/track/11VApNQCWLJdzxWrlmwzUa
south africa,102,What A Man Gotta Do,Jonas Brothers,2346,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
south africa,103,Robbery,Juice WRLD,2301,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
south africa,104,rockstar (feat. 21 Savage),Post Malone,2296,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
south africa,105,Do It,Chloe x Halle,2288,https://open.spotify.com/track/35Dh5MnCUPLN3XyAVtQff3
south africa,106,MIDDLE CHILD,J. Cole,2288,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
south africa,107,Ubomi Abumanga,Sun-El Musician,2284,https://open.spotify.com/track/1Eum24tziiY0sRBRx7hWBb
south africa,108,Post Malone (feat. RANI),Sam Feldt,2283,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
south africa,109,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,2241,https://open.spotify.com/track/3nS9a01VvXHQriLqJYwRqG
south africa,110,BOP,DaBaby,2217,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
south africa,111,Falling,Harry Styles,2183,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
south africa,112,Tender Love (feat. DJ Maphorisa & Kabza De Small),Sha Sha,2174,https://open.spotify.com/track/7ckWQdFniRR7CNsIA1VIML
south africa,113,Girls Need Love (with Drake) - Remix,Summer Walker,2173,https://open.spotify.com/track/14SaZBTjxlorHJQxXh01Hu
south africa,114,Surrender,Natalie Taylor,2171,https://open.spotify.com/track/0ecC8p17cDNlxHXkuYqeR6
south africa,115,Play Date,Melanie Martinez,2154,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
south africa,116,Ransom,Lil Tecca,2153,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
south africa,117,OUT WEST (feat. Young Thug),JACKBOYS,2144,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
south africa,118,Sucker,Jonas Brothers,2137,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
south africa,119,Best Part (feat. Daniel Caesar),H.E.R.,2126,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
south africa,120,7 rings,Ariana Grande,2114,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
south africa,121,Daisies,Katy Perry,2113,https://open.spotify.com/track/4uqh9bualXNHXXwO2wPorc
south africa,122,Better,Khalid,2109,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
south africa,123,Goodbyes (feat. Young Thug),Post Malone,2108,https://open.spotify.com/track/0t3ZvGKlmYmVsDzBJAXK8C
south africa,124,Lose You To Love Me,Selena Gomez,2101,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
south africa,125,High Hopes,Panic! At The Disco,2095,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
south africa,126,i'm so tired...,Lauv,2085,https://open.spotify.com/track/4vjpLMyL3ZO6aphdYr8XYw
south africa,127,You Need To Calm Down,Taylor Swift,2076,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
south africa,128,Bruises,Lewis Capaldi,2053,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
south africa,129,Bandit (with YoungBoy Never Broke Again),Juice WRLD,2008,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
south africa,130,ocean eyes,Billie Eilish,2003,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
south africa,131,Price to Pay,Miss Pru DJ,2002,https://open.spotify.com/track/5aDAwf4fABN9oZ52PDbX2o
south africa,132,3 Nights,Dominic Fike,1985,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
south africa,133,The Blessing (Live),Elevation Worship,1972,https://open.spotify.com/track/5O306r2a9Nl7rm5ZlaTqka
south africa,134,Savage,Megan Thee Stallion,1966,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
south africa,135,"fuck, i'm lonely (with Anne-Marie)",Lauv,1944,https://open.spotify.com/track/09PGubKAMryhOWv1LHpCYz
south africa,136,Let You Down,NF,1943,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
south africa,137,Hate Me (with Juice WRLD),Ellie Goulding,1942,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
south africa,138,No Idea,Don Toliver,1938,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU
south africa,139,Yummy,Justin Bieber,1936,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
south africa,140,Don't Stop Believin',Journey,1924,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
south africa,141,IDK You Yet,Alexander 23,1916,https://open.spotify.com/track/47EWMOElkkbMp5m9SBkx7d
south africa,142,The Middle,Zedd,1914,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
south africa,143,Rescue Me,OneRepublic,1912,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
south africa,144,This City,Sam Fischer,1894,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
south africa,145,Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,1893,https://open.spotify.com/track/0LEFmgIj8ABU7CelzGh5Bs
south africa,146,All of Me,John Legend,1893,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
south africa,147,Scars To Your Beautiful,Alessia Cara,1893,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK
south africa,148,Into Ingawe,Sun-El Musician,1889,https://open.spotify.com/track/428JKI7aO86RjJh0uqG9fg
south africa,149,Nights Like This (feat. Ty Dolla $ign),Kehlani,1889,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy
south africa,150,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,1889,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
south africa,151,Wow.,Post Malone,1885,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
south africa,152,Let Me Love You,Mario,1885,https://open.spotify.com/track/7GaFYUqP2WdR4KTPk7cXoP
south africa,153,The London (feat. J. Cole & Travis Scott),Young Thug,1882,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
south africa,154,Old Town Road - Remix,Lil Nas X,1874,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
south africa,155,Perfect,Ed Sheeran,1863,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
south africa,156,You should be sad,Halsey,1858,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
south africa,157,Pain 1993 (with Playboi Carti),Drake,1849,https://open.spotify.com/track/6Kj17Afjo1OKJYpf5VzCeo
south africa,158,SOS (feat. Aloe Blacc),Avicii,1847,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
south africa,159,Moonlight,XXXTENTACION,1837,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
south africa,160,Never Seen the Rain,Tones And I,1834,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
south africa,161,Tell Me U Luv Me (with Trippie Redd),Juice WRLD,1828,https://open.spotify.com/track/4CNcRgjGw1v9VQaTaytdnD
south africa,162,When I See U,Fantasia,1819,https://open.spotify.com/track/4iuNZTcvT9diFySSzVsnVS
south africa,163,It's You,Ali Gatie,1814,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
south africa,164,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,1806,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ
south africa,165,Into You (feat. Tamia) - Main Mix,Fabolous,1806,https://open.spotify.com/track/1Jm1I3APcmVz3MqPr5vfTx
south africa,166,Piece Of Your Heart,MEDUZA,1806,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
south africa,167,My Oh My (feat. DaBaby),Camila Cabello,1805,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
south africa,168,Boss Bitch,Doja Cat,1793,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
south africa,169,All Girls Are The Same,Juice WRLD,1792,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
south africa,170,There They Go,Nasty C,1791,https://open.spotify.com/track/7tZ6iUkIibysZmPXA0yLq7
south africa,171,Way Maker - Live,Leeland,1787,https://open.spotify.com/track/40ozK0lCJ0EQzVGWsCNUhk
south africa,172,Hello - Live,Kabza De Small,1786,https://open.spotify.com/track/6GoWV2xaRM5zW5ipsMtaeq
south africa,173,Thunder,Imagine Dragons,1786,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
south africa,174,Believer,Imagine Dragons,1784,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
south africa,175,Something Just Like This,The Chainsmokers,1782,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
south africa,176,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,1781,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45
south africa,177,Let Me Down Slowly,Alec Benjamin,1780,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
south africa,178,Get You The Moon (feat. Snøw),Kina,1776,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
south africa,179,Going Bad (feat. Drake),Meek Mill,1763,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
south africa,180,Saturday Nights,Khalid,1760,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
south africa,181,Don't Call Me Up,Mabel,1760,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
south africa,182,I Fall Apart,Post Malone,1736,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
south africa,183,Lalala,Y2K,1730,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
south africa,184,Lonely (with Jonas Brothers),Diplo,1720,https://open.spotify.com/track/6eXFl418w8hsxKcLgv1jwJ
south africa,185,Paradise,Bazzi,1712,https://open.spotify.com/track/0Rx0DJI556Ix5gBny6EWmn
south africa,186,Dancing On My Own,Calum Scott,1709,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
south africa,187,"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,1707,https://open.spotify.com/track/5A3fPy30SN2wuzrahpcxvV
south africa,188,Emotionally Scarred,Lil Baby,1700,https://open.spotify.com/track/7ge7BHazYbVKi8qyZUX1Bm
south africa,189,Shotta Flow 5,NLE Choppa,1697,https://open.spotify.com/track/1orjH4IkSH9VrWmRCToKV8
south africa,190,Flex (feat. Juice WRLD),Polo G,1695,https://open.spotify.com/track/2QqJTIlGKRLJC3onkavYEz
south africa,191,Better Now,Post Malone,1694,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
south africa,192,Reality Check,Swae Lee,1688,https://open.spotify.com/track/2p72O2JobPc9sVz520Hil5
south africa,193,Lights Up,Harry Styles,1681,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
south africa,194,Skechers,DripReport,1671,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
south africa,195,LIKE I WANT YOU,Giveon,1669,https://open.spotify.com/track/6qBFSepqLCuh5tehehc1bd
south africa,196,Shape of You,Ed Sheeran,1669,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
south africa,197,I’m Ready (with Demi Lovato),Sam Smith,1668,https://open.spotify.com/track/1fipvP2zmef6vN2IwXfJhY
south africa,198,Talk (feat. Disclosure),Khalid,1666,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
south africa,199,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,1662,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
south africa,200,Oceans (Where Feet May Fail),Hillsong UNITED,1660,https://open.spotify.com/track/5Mw9bXG1dLNhbjofkVS2oR
vietnam,1,từ chối nhẹ nhàng thôi,Bich Phuong,34970,https://open.spotify.com/track/6B1Io9VDzMAmwFjrplDJw8
vietnam,2,Một Cú Lừa,Bich Phuong,30751,https://open.spotify.com/track/2LKI0fGEKR3RWAiY2jqq8k
vietnam,3,em bỏ hút thuốc chưa?,Bich Phuong,25756,https://open.spotify.com/track/2IDZxVWQypWxYIP6wqDzGN
vietnam,4,Một Giấc Mơ (feat. Kimmese),Vũ.,17481,https://open.spotify.com/track/1CIR7UAbM5j9hcThZS8Dkz
vietnam,5,Play Date,Melanie Martinez,15828,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
vietnam,6,Sky Tour Intro,Sơn Tùng M-TP,15341,https://open.spotify.com/track/3cuFzsortMGytfYQ71PpUg
vietnam,7,Stay Gold,BTS,15200,https://open.spotify.com/track/0UwQTbq7ZtBJ7v530mpaxP
vietnam,8,Mascara,Chillies,15141,https://open.spotify.com/track/2Jaaw8PrdUfPlU6o6tL5dl
vietnam,9,Ke Cap Gap Ba Gia (feat. BINZ),Hoang Thuy Linh,14247,https://open.spotify.com/track/3HJ0EW4kd9S1NRCm039Fsk
vietnam,10,Sour Candy (with BLACKPINK),Lady Gaga,14224,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u
vietnam,11,death bed (coffee for your head) (feat. beabadoobee),Powfu,13208,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
vietnam,12,Muốn Nói Với Em,T Team,12229,https://open.spotify.com/track/1HDrKXya87GMQfAGPlqNS9
vietnam,13,Vùng Ký Ức,Chillies,11919,https://open.spotify.com/track/1503Da6qbgNifRnRwIjtZe
vietnam,14,Một Cú Lừa (Đu Đưa Version),Bich Phuong,11638,https://open.spotify.com/track/2UEMPLkYBXGkqdxzJHlNxh
vietnam,15,Lối Nhỏ,Đen,11630,https://open.spotify.com/track/22F7P7QnaVspdf5rKveBaS
vietnam,16,Bài Này Chill Phết,Đen,10927,https://open.spotify.com/track/2AiZm17zqkV7llT3SHz4Nu
vietnam,17,Thanh Xuan,Da LAB,10702,https://open.spotify.com/track/3b34161QoxLwsqhWSPy9i5
vietnam,18,Stuck with U (with Justin Bieber),Ariana Grande,10290,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
vietnam,19,yêu thì yêu không yêu thì yêu,AMEE,10150,https://open.spotify.com/track/2ZjtFgQ8W6WUJUAosmPN4Y
vietnam,20,Memories,Maroon 5,9994,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
vietnam,21,Buồn Thì Cứ Khóc Đi,Lynk Lee,9993,https://open.spotify.com/track/6iXGivPFpsqKmrINhIbPvx
vietnam,22,Chạy Ngay Đi (Sky Tour 2019),Sơn Tùng M-TP,9777,https://open.spotify.com/track/3MQjm78PRVb372BkzVtAjO
vietnam,23,Someone You Loved,Lewis Capaldi,9645,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
vietnam,24,Señorita,Shawn Mendes,9387,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
vietnam,25,Intentions (feat. Quavo),Justin Bieber,9365,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
vietnam,26,Có Em Đời Bỗng Vui,Chillies,9339,https://open.spotify.com/track/696w9BHmEY62myVCSDyrYW
vietnam,27,eight(Prod.&Feat. SUGA of BTS),IU,9038,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe
vietnam,28,Hãy Trao Cho Anh,Sơn Tùng M-TP,8939,https://open.spotify.com/track/0f5yQttJS5nNxRAleF4kZO
vietnam,29,Rain On Me (with Ariana Grande),Lady Gaga,8819,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
vietnam,30,ily (i love you baby) (feat. Emilee),Surf Mesa,8770,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
vietnam,31,Và Thế Là Hết,Chillies,8754,https://open.spotify.com/track/0Bk064jKjWtfdOD8UkcImR
vietnam,32,Chúng Ta Không Thuộc Về Nhau (Sky Tour 2019),Sơn Tùng M-TP,8463,https://open.spotify.com/track/3fidy9x1CoAeDGZIsOTOKE
vietnam,33,Break My Heart,Dua Lipa,8183,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
vietnam,34,Duyen Am,Hoang Thuy Linh,8106,https://open.spotify.com/track/5dZHey2U2xrNpvgyop8URS
vietnam,35,MORE & MORE,TWICE,8029,https://open.spotify.com/track/2bAAj29XGc4h1G4oEGYCmg
vietnam,36,Lạ Lùng,Vũ.,7934,https://open.spotify.com/track/5Bti0azlFhMattVY76qFr9
vietnam,37,Dance Monkey,Tones And I,7761,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
vietnam,38,Let Me Down Slowly,Alec Benjamin,7700,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
vietnam,39,Lạc Trôi (Sky Tour 2019),Sơn Tùng M-TP,7629,https://open.spotify.com/track/37t9Z9e3sGpBsYlKOolrUB
vietnam,40,Đi Đu Đưa Đi,Bich Phuong,7620,https://open.spotify.com/track/2OZTkXYCNbZS9TwPRy52Js
vietnam,41,Cần Gì Hơn,Tien Tien,7590,https://open.spotify.com/track/4bCuBkeVRofawnFkGu05fu
vietnam,42,Mượn Rượu Tỏ Tình,BigDaddy,7542,https://open.spotify.com/track/3TXSdTpaqKBpWyUG3aJ3LK
vietnam,43,comethru (bonus track),Jeremy Zucker,7446,https://open.spotify.com/track/1pV9TLnQdOHbvourRO7x4m
vietnam,44,Say So,Doja Cat,7405,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
vietnam,45,Blinding Lights,The Weeknd,7337,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
vietnam,46,7 rings,Ariana Grande,7286,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
vietnam,47,Savage Love (Laxed - Siren Beat),Jawsh 685,6924,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
vietnam,48,LẦN CUỐI (đi bên em xót xa người ơi),Ngọt,6672,https://open.spotify.com/track/7AzGrpsT9kTI6OUdMXlHWe
vietnam,49,Em Day Chang Phai Thuy Kieu,Hoang Thuy Linh,6601,https://open.spotify.com/track/031jyNUkkD02vrkgZDGJxu
vietnam,50,"Em Không Sai, Chúng Ta Sai",ERIK,6561,https://open.spotify.com/track/3yWacnoBnM0lrzLmXAk44d
vietnam,51,Can We Kiss Forever?,Kina,6554,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
vietnam,52,Don't Start Now,Dua Lipa,6552,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
vietnam,53,Em Của Ngày Hôm Qua (Sky Tour 2019),Sơn Tùng M-TP,6542,https://open.spotify.com/track/0msVGxdGh0ApoYekheII8k
vietnam,54,Be Kind (with Halsey),Marshmello,6516,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
vietnam,55,Cung Đàn Vỡ Đôi,Chi Pu,6473,https://open.spotify.com/track/5ZRsfmDqd04BcmCqJPB9AV
vietnam,56,Có Chàng Trai Viết Lên Cây,Phan Mạnh Quỳnh,6442,https://open.spotify.com/track/1U8bwOTAtnqlWMCn1mwYyj
vietnam,57,2002,Anne-Marie,6387,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
vietnam,58,bad guy,Billie Eilish,6319,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
vietnam,59,Ngày Tận Thế,Tóc Tiên,6312,https://open.spotify.com/track/5Nd0com2T4rHRZO2YFwD2n
vietnam,60,Without Me,Halsey,6208,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
vietnam,61,Remember Me (Sky Tour 2019),Sơn Tùng M-TP,6138,https://open.spotify.com/track/3CqgVDokbqGmpoZNfl4F8X
vietnam,62,"Sau Nay, Hay Gap Lai Nhau Khi Hoa No",Nguyen Ha,6006,https://open.spotify.com/track/4LOhNmNsr4JSSQqTIsrUo1
vietnam,63,Let's Fall in Love for the Night,FINNEAS,5969,https://open.spotify.com/track/7kQkmyoHCEqwe7QwDbkSXM
vietnam,64,Hãy Trao Cho Anh (Sky Tour 2019),Sơn Tùng M-TP,5953,https://open.spotify.com/track/58KiGWbcsEbejvZjmDhrLV
vietnam,65,I Love You 3000,Stephanie Poetri,5864,https://open.spotify.com/track/3znQ9i61vfe2E7URHlOiyc
